title,job_id,level,job_url,keyword,location,description
Microsoft Finance & Supply Chain Supervisor,JR113366,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Toronto/Microsoft-Finance---Supply-Chain-Supervisor_JR113366?q=Power%20Platform,Power Platform,"Toronto, Kitchener","We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Microsoft Finance & Supply Chain Manager,JR113365,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Toronto/Microsoft-Finance---Supply-Chain--Manager_JR113365?q=Power%20Platform,Power Platform,"Toronto, Kitchener","We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
BA D365 CE Sr. Associate,JR109342,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/BA-D365-CE-Sr-Associate_JR109342?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Financial Consulting Associate - Fund Services+,JR112744,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Gurugram/Financial-Consulting-Associate----Fund-Services-_JR112744?q=Power%20Platform,Power Platform,Gurugram,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Financial Consulting Associate - Fund Services+,JR112760,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Financial-Consulting-Associate---Fund-Services-_JR112760?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
CFO Advisory Manager,JR113432,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Bengaluru/CFO-Advisory-Manager_JR113432?q=Power%20Platform,Power Platform,Bengaluru,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Database Engineer 1,JR113514,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Database-Engineer-1_JR113514?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Managed Microsoft 365 Solutions Consultant,JR113482,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Cedar-Rapids/Managed-Microsoft-365-Solutions-Consultant_JR113482?q=Power%20Platform,Power Platform,"Cedar Rapids, Davenport, Dubuque, Cincinnati","We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Tax Partner - Real Estate Debt Funds,JR113299,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Chicago/Tax-Partner---Real-Estate-Debt-Funds_JR113299?q=Power%20Platform,Power Platform,Chicago,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
"Manager, Data & Analytics - Financial Services",JR112553,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Manager--Data---Analytics---Financial-Services_JR112553?q=Power%20Platform,Power Platform,"Hyderabad, Bengaluru","We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Infrastructure Engineer – Platform 267,JR112905,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/San-Salvador/Infrastructure-Engineer---Platform-267_JR112905?q=Power%20Platform,Power Platform,San Salvador,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Microsoft Dynamics 365 Finance & Supply Chain Manager (French Bilingual) - Greater Montreal Area,JR109020,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Edmonton/Microsoft-Finance---Supply-Chain-Manager--French-Bilingual-_JR109020?q=Power%20Platform,Power Platform,"Edmonton, Vancouver, Toronto, Red Deer, Calgary","We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Program DevOps Engineer,JR112072,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/San-Salvador/Program-DevOps-Engineer_JR112072?q=Power%20Platform,Power Platform,San Salvador,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Solutions Architect - Infrastructure,JR111577,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/San-Salvador/Solutions-Architect---Infrastructure_JR111577?q=Power%20Platform,Power Platform,San Salvador,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Senior Associate - Power Platform Developer,JR112546,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Senior-Associate---Power-Platform-Developer_JR112546?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
"Senior Associate, Power Platform",JR112545,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Senior-Associate--Power-Platform_JR112545?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Software Engineer Senior 1,JR112452,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Software-Engineer-Senior-1_JR112452?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Account Management Analyst 1,JR106320,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Gurugram/Account-Management-Analyst-1_JR106320?q=Power%20Platform,Power Platform,Gurugram,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
BA D365 CE Sr. Associate,JR104860,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/BA-D365-CE-Sr-Associate_JR104860?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
BA MAS Microsoft BC Senior Associate,JR105569,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/BA-MAS-Microsoft-BC-Senior-Associate_JR105569?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
BA D365 CE Sr. Associate,JR109443,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Microsoft-Customer-Engagement-Senior-Consultant_JR109443?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Proposal Administrator 1,JR110022,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Gurugram/North-American-Proposal-Administrator-1_JR110022?q=Power%20Platform,Power Platform,Gurugram,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
Operations Engineer Sr. 1,JR110207,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Hyderabad/Operations-Engineer-Sr-1_JR110207?q=Power%20Platform,Power Platform,Hyderabad,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
"Senior Associate 2, ORM Digital",JR107838,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Gurugram/Senior-Associate-2--ORM-Digital_JR107838?q=Power%20Platform,Power Platform,Gurugram,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
"Sr. Associate, BA D365 Enterprise CE",JR105334,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Bengaluru/Sr-Associate-2--BA-D365-Enterprise-CE_JR105334?q=Power%20Platform,Power Platform,Bengaluru,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
"Supervisor, Salesforce CPQ",JR110496,Experienced,https://rsm.wd1.myworkdayjobs.com/en-US/RSMCareers/job/Kolkata/Supervisor--Salesforce-CPQ_JR110496?q=Power%20Platform,Power Platform,Kolkata,"We are the leading provider of professional services to the middle market globally, our purpose is to instill confidence in a world of change, empowering our clients and people to realize their full potential. Our exceptional people are the key to our unrivaled, inclusive culture and talent experience and our ability to be compelling to our clients. You’ll find an environment that inspires and empowers you to thrive both personally and professionally. There’s no one like you and that’s why there’s nowhere like RSM."
